multi_obs_c1,0.2,1.5
multi_obs_c2,0.2,1.5
multi_obs_c3,0.2,1.5
multi_obs_c4,0.2,1.5
multi_obs_c5,0.2,1.5
multi_obs_c6,0.2,1.5
mutli_obs_p1,0.34,0.34,135.0,1.5
mutli_obs_p2,0.34,0.17,0.0,1.5
mutli_obs_p3,0.34,0.17,90.0,1.5
