multi_obs_c1,0.17,1.5
multi_obs_c2,0.17,1.5
multi_obs_c3,0.17,1.5
multi_obs_c4,0.17,1.5
multi_obs_c5,0.17,1.5
multi_obs_c6,0.17,1.5
