multi_obs_c1,0.13
multi_obs_c2,0.13
multi_obs_c3,0.13
multi_obs_c4,0.13
multi_obs_c5,0.13
multi_obs_c6,0.13
multi_obs_c7,0.44
mutli_obs_p1,0.36,0.36,135.0
mutli_obs_p2,0.56,0.4,0.0
mutli_obs_p3,0.56,0.4,45.0
